,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2505,AA,1173,STL,DFW,2.0,495.0,115.0,0
2506,EV,5218,ATL,TUL,5.0,,,1
2507,UA,326,IAD,DFW,,512.0,223.0,0
2508,MQ,3698,CVG,MIA,,,160.0,0
2509,YV,2879,TUS,PHX,4.0,1150.0,,0
2510,OO,6535,BUR,SFO,,,,0
2511,CO,1618,EWR,TPA,6.0,,,1
2512,WN,3762,SAN,LAS,,,,0
2513,CO,1562,IAH,RSW,2.0,819.0,127.0,0
2514,DL,158,DTW,LGA,4.0,1170.0,,1
2515,WN,3322,FLL,TPA,7.0,,65.0,1
2516,B6,1051,JFK,PIT,,,97.0,0
2517,AA,1599,DAY,DFW,,,,0
2518,WN,823,LAX,SMF,,680.0,,1
2519,WN,1217,TPA,BWI,3.0,,,0
2520,WN,2631,LAS,SMF,1.0,1145.0,95.0,1
2521,DL,2065,ATL,ECP,1.0,,,0
2522,MQ,2885,MLU,DFW,3.0,645.0,,0
2523,MQ,3939,BNA,ORD,,360.0,105.0,0
2524,AA,2274,DFW,TUL,1.0,1045.0,,0
2525,CO,309,IAH,PDX,7.0,,270.0,1
2526,WN,802,PHX,MSP,2.0,1120.0,,1
2527,MQ,2845,CVG,DFW,,1100.0,165.0,0
2528,UA,829,TUL,DEN,1.0,1007.0,113.0,0
2529,DL,1277,ATL,CHS,,,,1
2530,AA,1056,TUL,DFW,,360.0,70.0,0
2531,DL,2581,SDF,ATL,,360.0,,1
2532,HA,108,HNL,KOA,,302.0,,0
2533,US,1753,CLT,TPA,,,,0
2534,WN,1325,JAN,MDW,7.0,,,0
2535,FL,890,LAX,MKE,1.0,,,0
2536,US,365,PHX,SMF,,,123.0,1
2537,DL,1319,ATL,BDL,2.0,,,1
2538,AA,1396,RNO,DFW,,710.0,,1
2539,AA,2583,DFW,DEN,,,,0
2540,OO,6493,SEA,PDX,1.0,,47.0,0
2541,MQ,4200,IND,ORD,,755.0,,1
2542,OO,6722,PSC,DEN,,360.0,139.0,1
2543,OO,6473,BIS,DEN,,,,0
2544,WN,526,PHX,BUR,3.0,905.0,,0
2545,AA,1093,EWR,DFW,6.0,450.0,250.0,0
2546,WN,2028,BOS,STL,6.0,900.0,195.0,0
2547,FL,1072,CAK,TPA,1.0,,151.0,1
2548,DL,155,JFK,FLL,7.0,,,0
2549,US,586,GEG,PHX,1.0,510.0,,0
2550,AS,603,LAS,SEA,6.0,,,0
2551,WN,2810,LAS,BUR,,410.0,,1
2552,AA,10,LAX,JFK,1.0,,,0
2553,FL,202,CAK,ATL,5.0,670.0,,1
2554,MQ,3823,MSP,ORD,3.0,780.0,95.0,0
2555,DL,82,SLC,JFK,,665.0,,1
2556,FL,819,BWI,BOS,3.0,630.0,,0
2557,9E,4285,OKC,MSP,,941.0,,0
2558,EV,7118,IAD,SYR,4.0,,,0
2559,CO,1197,BOS,EWR,7.0,,97.0,0
2560,WN,2113,PHL,BOS,,,,0
2561,WN,2552,FLL,PVD,4.0,,,1
2562,OO,6490,DEN,CID,3.0,,109.0,0
2563,FL,1491,CMH,MCO,,751.0,,0
2564,DL,2640,LAS,SLC,5.0,,77.0,1
2565,OO,6898,DFW,SFO,3.0,1197.0,235.0,0
2566,MQ,2833,DFW,CID,4.0,475.0,115.0,0
2567,WN,348,STL,HOU,2.0,1185.0,135.0,1
2568,EV,7103,ORD,CAE,,1265.0,,1
2569,UA,925,IAD,LAX,,,353.0,1
2570,EV,5409,LEX,ATL,3.0,1001.0,,0
2571,UA,917,IAD,SEA,4.0,,,0
2572,OO,6615,GTF,DEN,,829.0,112.0,1
2573,US,1997,CLT,FLL,,,128.0,0
2574,AS,124,FAI,SEA,3.0,525.0,225.0,1
2575,FL,228,BWI,MIA,,562.0,163.0,0
2576,EV,5614,ATL,MDT,6.0,,104.0,0
2577,OO,6641,GJT,DEN,,,54.0,1
2578,XE,2636,SAT,IAH,2.0,,59.0,0
2579,MQ,2754,LFT,DFW,1.0,,90.0,0
2580,OH,6453,CVG,RIC,,1135.0,91.0,0
2581,OO,6961,LNK,DEN,1.0,,92.0,0
2582,AA,2324,DFW,ORD,4.0,,,1
2583,US,92,MSP,PHX,2.0,,204.0,1
2584,WN,801,MCO,ABQ,4.0,,,1
2585,DL,734,ATL,RDU,3.0,596.0,98.0,0
2586,WN,2001,HOU,LAX,,,,1
2587,MQ,2806,DFW,GSO,,,,1
2588,FL,875,ATL,MSP,,,160.0,0
2589,AA,1981,DFW,TUS,,,145.0,1
2590,OO,6909,OTH,SFO,,,117.0,0
2591,XE,2058,IAH,CRP,,565.0,66.0,1
2592,FL,933,JAX,ATL,,648.0,,0
2593,DL,1563,DCA,MSP,1.0,,,0
2594,XE,3070,EWR,CLT,,1265.0,119.0,1
2595,XE,2198,IAH,CRW,6.0,,131.0,1
2596,9E,4009,ITH,DTW,,741.0,96.0,1
2597,B6,1001,BOS,JFK,7.0,360.0,71.0,1
2598,AA,1965,STL,DFW,,360.0,115.0,0
2599,F9,516,DEN,LGA,3.0,,220.0,1
2600,WN,2226,MDW,LAS,7.0,1105.0,,1
2601,FL,425,PNS,ATL,,,62.0,0
2602,UA,632,ORD,TPA,,,,0
2603,WN,186,BHM,DAL,3.0,1140.0,115.0,1
2604,US,1926,MCO,DCA,5.0,445.0,,0
2605,WN,714,STL,SDF,4.0,,,1
2606,HA,16,HNL,SAN,,,325.0,0
2607,WN,2117,TPA,MHT,2.0,,,0
2608,OO,6489,DRO,DEN,,,60.0,1
2609,MQ,3937,RST,ORD,,605.0,,0
2610,EV,7313,MEM,SHV,,,,0
2611,DL,1722,DTW,BOS,7.0,,117.0,0
2612,9E,3793,CLT,ATL,1.0,573.0,90.0,1
2613,CO,383,BOS,IAH,,975.0,270.0,1
2614,WN,689,PHL,MCO,3.0,,165.0,1
2615,YV,2652,CLT,LIT,,880.0,131.0,1
2616,OH,6280,CVG,PIT,,680.0,,1
2617,EV,4992,BQK,ATL,,770.0,79.0,0
2618,OO,6651,LAX,RNO,4.0,,85.0,1
2619,AS,64,JNU,PSG,,842.0,44.0,1
2620,US,758,ORD,PHL,,710.0,,0
2621,OO,7806,SLC,COD,,669.0,89.0,1
2622,WN,3939,AMA,DAL,,795.0,,0
2623,YV,2824,PHX,TUS,3.0,,45.0,0
2624,B6,1009,BOS,JFK,5.0,,80.0,1
2625,US,180,PHX,SAN,,,,0
2626,WN,863,MDW,RSW,,795.0,175.0,0
2627,MQ,4333,JFK,PIT,1.0,895.0,,1
2628,US,1295,DCA,JAX,,,127.0,1
2629,CO,1561,PHX,IAH,,505.0,150.0,0
2630,WN,653,OAK,LAX,1.0,415.0,,0
2631,UA,524,ORD,BOS,,,,0
2632,DL,1886,ATL,LGA,7.0,640.0,,1
2633,DL,2167,DTW,ORD,7.0,,84.0,1
2634,FL,324,SFO,ATL,6.0,,,1
2635,9E,3833,DTW,FWA,4.0,915.0,,0
2636,WN,1667,SNA,SMF,3.0,,90.0,1
2637,DL,1066,MEM,ORD,,,110.0,0
2638,YV,2604,CLT,GSO,,,,1
2639,EV,5456,ATL,BMI,,665.0,,1
2640,OO,4481,MSP,XNA,4.0,,,1
2641,AA,2167,LAX,DFW,2.0,610.0,,1
2642,UA,909,DEN,ONT,5.0,1144.0,,0
2643,OO,6663,EUG,DEN,,,,1
2644,DL,1887,PWM,ATL,,1069.0,,0
2645,XE,2586,IAH,IND,3.0,,133.0,1
2646,OH,6763,JFK,SYR,4.0,910.0,86.0,1
2647,AA,368,AUS,ORD,,515.0,160.0,0
2648,UA,598,DEN,MCI,,,97.0,1
2649,AA,567,DFW,SFO,4.0,1065.0,230.0,1
2650,UA,149,ORD,SFO,7.0,,,1
2651,UA,420,ORD,ROC,,1080.0,,0
2652,EV,5153,ATL,MYR,3.0,735.0,,1
2653,AA,1605,ORD,SAN,,1000.0,270.0,0
2654,AA,1040,DFW,BUR,3.0,680.0,205.0,1
2655,OH,6750,MSY,MSP,,1080.0,171.0,0
2656,AA,343,LGA,ORD,,1030.0,,1
2657,XE,5983,ORD,SGF,,903.0,,0
2658,AS,244,SEA,LAX,,,155.0,0
2659,9E,3764,DTW,SWF,4.0,,,0
2660,XE,3121,LIT,IAH,,,,0
2661,DL,1489,ATL,CHS,4.0,,,1
2662,DL,2635,IND,ATL,6.0,485.0,,0
2663,WN,2007,CMH,BNA,,,,1
2664,F9,367,MKE,DEN,,635.0,,0
2665,XE,5901,MSN,ORD,,557.0,,0
2666,WN,365,PHX,MKE,,765.0,205.0,1
2667,YV,7240,DTW,ORD,5.0,811.0,,1
2668,WN,2523,BUR,SJC,2.0,,65.0,0
2669,MQ,3619,MIA,TLH,,990.0,,1
2670,EV,7139,HSV,IAD,,,105.0,0
2671,OO,6455,YUM,LAX,2.0,,,1
2672,DL,2555,LGA,PBI,,455.0,185.0,0
2673,B6,24,TPA,JFK,,,153.0,0
2674,US,619,ONT,PHX,4.0,,71.0,1
2675,AA,1402,DFW,CLT,,1190.0,,1
2676,DL,1504,MCI,DTW,3.0,,,0
2677,MQ,4108,ORD,JAX,5.0,,,0
2678,OO,4744,OAK,SLC,1.0,995.0,104.0,1
2679,CO,1088,IAH,DTW,,785.0,168.0,1
2680,WN,437,MDW,RNO,,705.0,265.0,1
2681,MQ,3906,ORD,SYR,,1170.0,110.0,0
2682,WN,1381,SAN,OAK,,,85.0,0
2683,WN,2794,DEN,PHX,2.0,1185.0,115.0,1
2684,DL,2142,ATL,EWR,,990.0,,1
2685,OO,6434,SBP,LAX,4.0,360.0,62.0,1
2686,EV,7135,IAD,CHS,,,,0
2687,US,836,PHL,JAX,2.0,1095.0,142.0,1
2688,DL,2886,ATL,LGA,2.0,1240.0,,0
2689,WN,130,PHX,ONT,,,,1
2690,US,413,CLT,SFO,6.0,,,1
2691,OH,6607,CAE,DTW,,,,1
2692,OH,6487,JFK,SYR,2.0,765.0,,0
2693,AS,6,LAX,DCA,,785.0,,1
2694,FL,472,ATL,BWI,7.0,615.0,110.0,1
2695,B6,1203,BUF,RSW,,484.0,,0
2696,AA,1062,MCI,DFW,3.0,,100.0,0
2697,XE,2066,RIC,IAH,,,,0
2698,9E,3687,IND,MEM,,,,0
2699,OO,4653,FAR,SLC,4.0,1053.0,,1
2700,WN,984,PHX,OKC,6.0,,,0
2701,US,952,FLL,PHL,,360.0,,0
2702,OO,6842,IAD,DFW,1.0,1006.0,214.0,0
2703,MQ,3535,DFW,LIT,5.0,1320.0,65.0,1
2704,EV,5122,MCI,DTW,3.0,623.0,121.0,0
2705,AA,572,LAS,ORD,6.0,590.0,,1
2706,DL,305,BOI,SLC,,794.0,67.0,0
2707,DL,1231,PDX,SLC,,627.0,,1
2708,DL,2254,ATL,CMH,,965.0,,0
2709,HA,155,OGG,HNL,7.0,,34.0,0
2710,US,2174,DCA,LGA,3.0,,80.0,0
2711,UA,626,ORD,PHL,4.0,,129.0,1
2712,WN,2524,MDW,HOU,,,,1
2713,UA,515,ORD,SMF,5.0,,,0
2714,UA,550,SFO,SAN,7.0,648.0,,1
2715,WN,801,BOS,DEN,,935.0,,1
2716,CO,561,SAT,EWR,7.0,,210.0,1
2717,AA,335,ORD,PBI,4.0,,,1
2718,XE,3148,CLE,BUF,,,62.0,0
2719,MQ,3661,MIA,IND,5.0,900.0,,0
2720,EV,5376,ATL,SYR,,,132.0,1
2721,YV,2725,PHX,PSP,2.0,,,1
2722,MQ,3395,DFW,BTR,1.0,,75.0,1
2723,AA,1348,BOS,MIA,6.0,,215.0,0
2724,AA,2454,DFW,SAT,,1355.0,,0
2725,DL,1299,LAX,KOA,2.0,,355.0,0
2726,YV,1047,LIH,HNL,,,,0
2727,MQ,2759,DFW,CRP,,870.0,80.0,1
2728,AA,354,MCI,ORD,5.0,915.0,90.0,1
2729,DL,1506,LAX,DTW,1.0,,270.0,0
2730,WN,2403,TPA,BWI,,750.0,,1
2731,US,2042,DCA,BOS,,,,0
2732,US,1060,CLT,DCA,,1189.0,77.0,1
2733,AA,1275,SDF,DFW,,,,0
2734,AA,689,ORF,DFW,5.0,380.0,,0
2735,WN,946,SAN,SJC,,,,0
2736,CO,1703,LAX,EWR,,515.0,,1
2737,OO,7767,GCC,RKS,,,77.0,1
2738,EV,7082,BOS,IAD,4.0,744.0,103.0,0
2739,AS,372,SEA,SMF,2.0,,,1
2740,OO,6596,SFO,MFR,5.0,,101.0,1
2741,OH,6452,DTW,IAD,,620.0,103.0,0
2742,US,1190,SEA,CLT,,,,0
2743,MQ,4322,MSN,ORD,3.0,1145.0,65.0,0
2744,EV,5319,ATL,VPS,,1155.0,,1
2745,WN,1418,MSP,PHX,,685.0,215.0,1
2746,MQ,3253,DFW,CLL,,640.0,55.0,1
2747,B6,676,LAX,JFK,,1260.0,,1
2748,WN,3496,PHX,OAK,3.0,590.0,125.0,1
2749,FL,464,BWI,PWM,,954.0,83.0,0
2750,MQ,3393,DFW,MKE,3.0,,140.0,0
2751,YV,1047,LIH,HNL,4.0,890.0,29.0,0
2752,UA,58,ROC,ORD,2.0,,121.0,0
2753,OO,6422,PIT,IAD,4.0,,62.0,0
2754,DL,1449,IAD,ATL,,380.0,,1
2755,WN,2542,SJC,LAS,,605.0,,1
2756,WN,1264,HOU,MDW,4.0,1005.0,,1
2757,WN,568,BHM,PHX,,,240.0,1
2758,AA,383,STL,DFW,2.0,1005.0,,0
2759,UA,85,DEN,LAX,1.0,916.0,154.0,0
2760,OO,6402,BUR,SFO,4.0,848.0,76.0,1
2761,YV,2631,EWR,CLT,4.0,375.0,,0
2762,XE,3008,IAH,IAD,,610.0,,1
2763,US,1982,CLT,BOS,3.0,,123.0,0
2764,MQ,3025,LAX,SAN,,400.0,,0
2765,WN,187,RNO,SEA,5.0,,,1
2766,XE,2565,CLT,IAH,,,,0
2767,9E,3755,SWF,DTW,7.0,,,1
2768,MQ,3370,DFW,BTR,,515.0,80.0,1
2769,US,1729,CLT,MCO,4.0,,,0
2770,9E,3915,MEM,TUL,2.0,,88.0,0
2771,OO,6503,ASE,SFO,,,142.0,0
2772,WN,1458,SMF,ONT,,620.0,75.0,0
2773,B6,537,EWR,TPA,4.0,951.0,,1
2774,OO,6312,PSP,LAX,4.0,,,0
2775,AA,656,BUR,DFW,,,,0
2776,EV,7135,IAD,CHS,,481.0,101.0,0
2777,OO,6941,MSN,ORD,7.0,821.0,,0
2778,WN,866,DEN,TUL,4.0,1055.0,90.0,1
2779,WN,652,MDW,LGA,1.0,,150.0,0
2780,XE,2133,IAH,COS,2.0,1285.0,138.0,0
2781,UA,505,LAX,MCO,,1350.0,,1
2782,WN,316,BWI,JAN,2.0,730.0,165.0,1
2783,WN,378,BDL,BWI,2.0,590.0,,1
2784,XE,2979,MCI,IAH,1.0,,124.0,1
2785,OH,6759,CVG,ORD,,820.0,,0
2786,AA,1196,LAX,ORD,,,,1
2787,WN,1691,CLE,BWI,,830.0,,1
2788,OO,4728,SLC,MFR,7.0,,,0
2789,UA,942,LAX,ORD,7.0,667.0,236.0,1
2790,OO,6462,LAX,SMF,6.0,1345.0,83.0,1
2791,WN,582,GEG,SEA,,,,1
2792,DL,2290,ATL,IND,,520.0,,0
2793,AA,1596,PDX,DFW,2.0,,225.0,0
2794,CO,1434,PHX,EWR,,,,0
2795,YV,2767,CLT,MCI,,970.0,,1
2796,UA,491,DEN,PHX,,492.0,,0
2797,OH,6530,MSP,DAY,5.0,1155.0,,0
2798,AS,864,OGG,PDX,2.0,,310.0,1
2799,WN,45,MDW,STL,4.0,830.0,65.0,0
2800,DL,1961,PHL,ATL,3.0,990.0,148.0,0
2801,WN,2592,PHL,FLL,,660.0,175.0,1
2802,DL,370,ATL,LAX,4.0,1315.0,,1
2803,AA,1073,DFW,DEN,,825.0,120.0,0
2804,MQ,2857,DFW,JAN,,860.0,80.0,1
2805,UA,654,MSP,DEN,5.0,,,1
2806,CO,1668,IAH,OKC,,,,0
2807,DL,2699,MSP,PHX,,685.0,204.0,1
2808,FL,908,ATL,PHF,1.0,,86.0,0
2809,AA,1216,DFW,TPA,5.0,620.0,140.0,1
2810,AA,460,IAH,DFW,6.0,440.0,75.0,0
2811,UA,301,DEN,LAS,,,,0
2812,EV,4986,MEM,CLT,7.0,,101.0,0
2813,XE,5991,XNA,ORD,,,105.0,0
2814,DL,2500,DAB,ATL,,,88.0,1
2815,OO,7051,OTH,PDX,7.0,,54.0,1
2816,9E,4103,DTW,DAY,1.0,,,1
2817,WN,1094,PHX,ELP,3.0,660.0,,0
2818,B6,265,SMF,LGB,4.0,1158.0,,1
2819,AA,1615,BDL,DFW,,360.0,260.0,1
2820,EV,5349,SBN,DTW,5.0,,,1
2821,XE,2999,CLE,MKE,1.0,1255.0,,1
2822,YV,2653,CLT,AUS,5.0,965.0,,0
2823,WN,992,MCO,ISP,4.0,1210.0,145.0,1
2824,UA,623,DCA,ORD,3.0,,129.0,0
2825,AA,2127,PHL,MIA,,,,0
2826,FL,1210,MCO,PWM,6.0,,168.0,0
2827,WN,219,MDW,LGA,4.0,865.0,,1
2828,OH,6435,DCA,CVG,,,,0
2829,UA,778,BDL,IAD,4.0,601.0,,0
2830,MQ,3704,ELP,ORD,,,175.0,0
2831,EV,5229,IAH,MEM,,980.0,,0
2832,EV,5016,ATL,CAE,,,,1
2833,XE,5948,ROA,IAD,,,,1
2834,XE,2614,CMH,EWR,5.0,360.0,97.0,0
2835,MQ,3268,ACT,DFW,6.0,410.0,,1
2836,MQ,3957,MEM,ORD,,,,0
2837,XE,3009,EWR,MKE,5.0,,147.0,0
2838,MQ,4479,DTW,LGA,,680.0,,0
2839,9E,3885,FNT,DTW,3.0,,,0
2840,OO,4773,PSC,SLC,5.0,,,0
2841,US,1040,CLT,STT,,,212.0,0
2842,WN,1160,DAL,MAF,,,70.0,0
2843,DL,2670,ATL,FNT,7.0,540.0,,0
2844,UA,405,LGA,DEN,,,280.0,1
2845,US,1904,CLT,PIT,4.0,,,0
2846,WN,915,STL,MCI,,,,1
2847,DL,1036,SLC,ATL,,916.0,219.0,0
2848,DL,1629,JFK,LAS,5.0,,,1
2849,WN,1297,BUR,PHX,,480.0,80.0,0
2850,WN,1669,LBB,ABQ,2.0,,,0
2851,WN,411,DEN,AUS,4.0,1195.0,,1
2852,DL,182,SEA,JFK,5.0,800.0,325.0,0
2853,FL,820,BOS,BWI,,,80.0,1
2854,AS,663,DFW,SEA,2.0,,270.0,0
2855,MQ,4296,BWI,JFK,4.0,855.0,,0
2856,DL,1276,MSP,ATL,,,158.0,0
2857,WN,329,LAS,SJC,,1295.0,,1
2858,AA,1954,LAX,SFO,,,80.0,0
2859,DL,2056,OAK,SLC,2.0,,100.0,1
2860,9E,3787,ATL,ORD,2.0,,,1
2861,US,149,SEA,PHX,5.0,315.0,,0
2862,DL,248,SAN,DTW,7.0,,265.0,0
2863,WN,2879,SFO,LAX,3.0,,,0
2864,WN,2274,BWI,BDL,6.0,505.0,,0
2865,AA,578,SJC,DFW,6.0,515.0,210.0,0
2866,DL,2643,EWR,ATL,,,155.0,1
2867,US,1814,TPA,CLT,5.0,620.0,101.0,0
2868,WN,2708,LAS,TUS,,,,0
2869,MQ,3274,TYS,DFW,2.0,1115.0,155.0,0
2870,AA,1948,DFW,PHL,,615.0,,1
2871,AA,1760,MIA,LGA,,1055.0,,0
2872,AS,65,SEA,KTN,5.0,,,0
2873,B6,281,LAS,LGB,,723.0,,0
2874,DL,110,ATL,LAX,,450.0,,1
2875,WN,1489,MSY,DAL,3.0,1100.0,90.0,0
2876,FL,102,ATL,DFW,,,147.0,1
2877,FL,486,MCO,BWI,4.0,,,0
2878,WN,2982,DTW,BWI,5.0,885.0,85.0,1
2879,WN,1727,ISP,FLL,,,185.0,1
2880,US,1769,CLT,RSW,,1331.0,108.0,1
2881,AS,327,SJC,SEA,,945.0,123.0,1
2882,9E,3675,DTW,ALB,4.0,840.0,,0
2883,XE,2764,EWR,STL,6.0,,,0
2884,DL,1143,ATL,STL,1.0,,,0
2885,AS,366,SEA,SMF,,405.0,,0
2886,OO,6710,LAX,ASE,,,,1
2887,FL,1420,IND,TPA,,,,0
2888,US,1735,CLT,MCO,5.0,,,1
2889,AA,721,LGA,DFW,,,,0
2890,DL,2058,MCO,JFK,6.0,1115.0,157.0,1
2891,AA,1347,DFW,SJC,4.0,,225.0,1
2892,DL,2910,DFW,ATL,,,,0
2893,MQ,3959,LIT,ORD,,,110.0,0
2894,XE,2786,CLE,MIA,2.0,515.0,,1
2895,MQ,2865,DFW,MHK,5.0,,85.0,1
2896,US,310,LAS,CLT,,575.0,248.0,0
2897,DL,2043,EWR,ATL,1.0,435.0,,0
2898,AS,152,OTZ,ANC,4.0,895.0,,1
2899,EV,5386,BTR,ATL,,,,0
2900,EV,5397,FAY,ATL,,1070.0,,0
2901,US,1462,CLT,RIC,,,,0
2902,OO,6560,DEN,GEG,,,146.0,1
2903,OO,4492,BOI,SLC,6.0,1055.0,68.0,0
2904,DL,2803,DTW,FLL,4.0,720.0,184.0,1
2905,9E,3679,DTW,IND,,1160.0,,0
2906,AA,1575,DFW,SFO,5.0,,,1
2907,WN,1013,PHX,AUS,,640.0,125.0,1
2908,XE,5987,ORD,AVP,,850.0,,0
2909,EV,5076,OKC,ATL,,,,0
2910,WN,1705,ONT,SJC,,,,0
2911,WN,1136,LAX,SFO,,,,0
2912,OO,6903,SDF,ORD,6.0,,89.0,1
2913,US,354,MSP,PHX,1.0,1235.0,207.0,0
2914,EV,5427,ATL,GNV,,,77.0,0
2915,WN,421,DAL,AUS,4.0,445.0,,1
2916,FL,610,MKE,SFO,,555.0,290.0,0
2917,US,1401,CLT,FLL,,,,1
2918,OO,6329,ACV,SFO,2.0,523.0,,1
2919,EV,5314,DTW,DFW,,,191.0,0
2920,DL,1459,CVG,DEN,4.0,,197.0,0
2921,UA,863,JFK,SFO,2.0,1049.0,407.0,0
2922,WN,1116,LAS,RNO,,1020.0,,1
2923,B6,32,JFK,ROC,,,77.0,0
2924,US,1439,LGA,CLT,2.0,885.0,126.0,1
2925,WN,341,LAS,SAN,6.0,,,1
2926,AA,937,BOS,MIA,,420.0,,0
2927,CO,786,IAH,MCO,,,,1
2928,AA,21,JFK,LAX,3.0,1150.0,,1
2929,US,220,SAN,PHX,7.0,,84.0,0
2930,AA,1311,ATL,DFW,1.0,795.0,,0
2931,DL,2694,ATL,PHL,2.0,,125.0,1
2932,AA,2442,DFW,MSP,3.0,1065.0,,1
2933,OH,6445,DTW,ATW,4.0,,,0
2934,AA,2401,DFW,LAX,3.0,390.0,205.0,0
2935,WN,729,RNO,OAK,7.0,545.0,55.0,1
2936,XE,2515,IAH,HRL,6.0,1280.0,,0
2937,WN,2920,LAX,LAS,6.0,,65.0,1
2938,US,1042,TPA,PHL,5.0,855.0,149.0,0
2939,AA,355,DFW,ONT,,,195.0,0
2940,EV,5234,DTW,MEM,6.0,1035.0,135.0,1
2941,B6,452,FLL,BOS,,740.0,182.0,1
2942,WN,842,DEN,MSP,,,120.0,0
2943,FL,636,DAY,BWI,4.0,1080.0,,1
2944,EV,5261,BNA,MEM,,450.0,,1
2945,OO,6583,DEN,COS,6.0,,,0
2946,US,1724,JAX,DCA,3.0,1120.0,,1
2947,AA,836,DFW,DCA,4.0,,,0
2948,EV,7091,IAD,JFK,,,74.0,0
2949,OO,6235,FAR,DEN,1.0,,,0
2950,OO,6380,SFO,BOI,,651.0,92.0,1
2951,OO,4812,SLC,HLN,4.0,,85.0,0
2952,B6,1439,SFO,LGB,,,80.0,0
2953,XE,2561,PNS,IAH,4.0,728.0,,0
2954,WN,586,PHX,MDW,,,205.0,1
2955,AA,803,DFW,MIA,5.0,540.0,,1
2956,XE,2824,IAH,BHM,,775.0,93.0,1
2957,EV,5562,MKE,ATL,2.0,733.0,121.0,1
2958,WN,1877,MCI,STL,,875.0,,1
2959,B6,128,JFK,BTV,,1360.0,73.0,1
2960,WN,1525,BUR,OAK,,850.0,,1
2961,UA,592,ATL,ORD,7.0,1027.0,,0
2962,DL,2347,LGA,ATL,,900.0,,0
2963,WN,257,JAX,HOU,,,,1
2964,CO,811,EWR,IAH,3.0,,235.0,1
2965,YV,2757,TUS,PHX,7.0,,,0
2966,MQ,3386,CID,DFW,4.0,,130.0,0
2967,XE,3028,ORF,EWR,,1005.0,,1
2968,WN,961,OMA,PHX,,,180.0,0
2969,DL,2547,LGA,ATL,,,164.0,1
2970,WN,1022,BOS,BWI,2.0,745.0,,0
2971,US,1033,BDL,CLT,4.0,1025.0,132.0,1
2972,MQ,3972,MQT,TVC,1.0,460.0,,0
2973,WN,2798,PVD,TPA,,,200.0,1
2974,CO,162,ONT,IAH,,405.0,,1
2975,MQ,4697,DTW,LGA,2.0,,,1
2976,US,1785,CLT,MSY,7.0,,,0
2977,DL,1759,PHF,ATL,3.0,973.0,115.0,0
2978,AA,1916,DFW,BDL,7.0,495.0,,1
2979,AA,2364,DFW,ORD,,,145.0,0
2980,UA,901,SFO,SAN,,,97.0,0
2981,DL,1211,DTW,MSP,,,125.0,0
2982,OO,4553,AUS,SLC,3.0,,,0
2983,OH,6567,CLE,DTW,4.0,,58.0,0
2984,B6,450,FLL,BOS,5.0,440.0,,0
2985,US,1972,RSW,CLT,3.0,725.0,,0
2986,WN,895,BNA,DEN,,,,1
2987,YV,2931,PHX,SLC,,,100.0,0
2988,UA,166,LAX,BOS,,,,0
2989,DL,1855,ATL,LAX,4.0,,,0
2990,DL,1400,ATL,BOS,6.0,906.0,153.0,1
2991,MQ,3126,SJC,LAX,,1025.0,75.0,1
2992,XE,2867,OKC,IAH,7.0,,82.0,1
2993,AS,188,FAI,ANC,6.0,945.0,,1
2994,EV,5374,ATL,ECP,,,,0
2995,OO,6274,ORD,HPN,,961.0,125.0,1
2996,DL,2213,RSW,ATL,,1050.0,,0
2997,OO,6664,DEN,TUS,5.0,,118.0,1
2998,DL,2323,DTW,PHX,7.0,720.0,265.0,1
2999,XE,2660,XNA,IAH,,385.0,102.0,0
3000,B6,127,ROC,JFK,1.0,,,0
3001,DL,1303,DTW,FLL,,,,1
3002,9E,4300,PNS,MEM,,685.0,,1
3003,WN,1115,BWI,MDW,5.0,465.0,130.0,0
3004,EV,5072,BMI,ATL,,966.0,104.0,1
3005,DL,2746,IND,MSP,2.0,,,1
3006,B6,395,LGA,MCO,1.0,885.0,,1
3007,MQ,4524,BNA,DCA,,825.0,95.0,0
3008,MQ,3629,MIA,BNA,,,,1
3009,WN,283,STL,DEN,,,,1
3010,WN,982,PVD,PHL,,,85.0,1
3011,YV,2634,CLT,ORF,,,,0
3012,XE,2431,IAH,IND,2.0,,130.0,1
3013,UA,409,LGA,DEN,3.0,1065.0,272.0,1
3014,DL,124,LAX,ATL,,,253.0,0
3015,WN,2032,SFO,SNA,,770.0,,0
3016,US,549,PHX,DFW,,1360.0,,0
3017,B6,1422,LGB,PDX,,,143.0,0
3018,CO,274,SEA,CLE,1.0,,257.0,0
3019,AS,730,ANC,SEA,5.0,,205.0,0
3020,WN,513,ORF,MDW,,,,1
3021,US,1968,FLL,CLT,6.0,785.0,,0
3022,OO,4666,FAT,SLC,5.0,985.0,,1
3023,9E,3990,MEM,SGF,4.0,,74.0,0
3024,AA,1468,DFW,MEM,3.0,,85.0,0
3025,AA,1650,TUS,DFW,4.0,625.0,,0
3026,MQ,3503,DFW,CLE,,,150.0,0
3027,WN,1127,DAL,STL,,465.0,,1
3028,MQ,2703,DFW,MOB,,,,1
3029,AA,733,LAX,LAS,4.0,520.0,,0
3030,XE,2231,JAN,IAH,4.0,360.0,82.0,0
3031,US,504,ORD,PHX,5.0,1020.0,233.0,0
3032,EV,4975,CVG,ATL,,575.0,103.0,1
3033,AS,560,PDX,LAX,1.0,,,1
3034,MQ,4336,ORD,EVV,,,,0
